status,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0,7.918,5.57,2.849,1.73,0,-1.053,0.641,49.232,23.749,15.457,1.02,-1.119,18.179,3.608,-112.168,23.749,6.255,22.019
0,166.947,409.388,13.556,20.682,67.835,-6.434,75.104,34.5647,495.462,281.287,99.121,7.126,86.074,75.633,-38.648,495.462,174.754,474.78
0,442.294,414.201,23.874,77.101,0.537,19.408,114.059,2243.0435,491.302,522.152,0,53.227,77.101,214.721,143.536,491.302,226.979,414.201
0,191.537,571.087,40.802,146.402,23.521,56.58,112.903,1331.5314,717.489,1693.671,316.02,105.6,146.402,528.234,254.817,717.489,1175.232,571.087
0,20.139,55.568,2.291,-0.61,11.554,-4.245,6.911,7.752,61.87,43.703,3.728,-2.901,6.302,35.184,-0.161,61.87,39.058,62.48
0,732.362,8631.979,333.166,567.279,286.063,96.506,187.751,2724.0491,12235.283,3312.126,1234.61,234.113,3603.304,1073.327,-811.897,12235.283,2766.345,11668.004
0,47.481,10.783,7.906,-47.843,5.354,-84.678,12.33,253.99,31.215,120.916,6.327,-55.749,20.432,19.959,-183.122,31.215,27.678,79.058
0,10297,37173,940,3290,5731,-1231,2288,8432.58,50705,16005,1685,2350,13532,8855,3711,50705,11639,47415
0,264.916,705.193,15.7,69.549,0,22.955,199.447,731.3242,869.427,1109.98,447.76,53.849,164.234,151.62,199.991,869.427,650.36,799.878
0,192.679,35.724,7.875,3.532,12.454,0.193,17.421,494.2215,107.015,211.528,0,-4.343,71.291,22.563,115.632,107.015,23.045,103.483
0,23.12,89.031,6.468,18.388,4.124,6.595,11.523,336.3568,121.309,339.031,102.083,11.92,32.278,23.614,41.768,121.309,191.428,102.921
0,9402,15345,4544,-4171,986,-7829,2970,51632.3372,12480,43437,6883,-8715,-2865,6842,25653,12480,19087,16651
0,1.828,4.016,0.244,0.322,1.015,-0.058,0.771,0.3109,4.338,2.974,0.025,0.078,0.322,1.852,-1.958,4.338,2.165,4.016
0,269.537,814.087,127.775,297.495,12.527,87.991,84.156,2473.4398,1265.364,1364.696,502.539,169.72,451.277,313.82,145.521,1265.364,907.761,967.869
0,200.465,176.067,6.881,14.194,33.329,-1.201,136.338,51.0593,292.935,441.804,39.176,7.313,116.868,208.438,116.543,292.935,266.303,278.741
0,527.093,401.549,30.02,316.978,104.097,184.063,5.202,9062.1221,1000.839,734.634,0,286.958,599.29,103.439,395.268,1000.839,128.453,683.861
0,6680.5,65397.9,505,3140.2,897.8,1455.7,4870.3,21659.1817,70063.3,16962.8,3001.6,2635.2,4665.4,8749.3,8035,70063.3,12953.4,66923.1
0,5.01,6.692,0.149,-2.249,0,-2.673,0,40.7435,4.443,5.54,0,-2.398,-2.249,3.027,-41.932,4.443,5.42,6.692
0,47.193,39.847,0.925,-33.122,0,-30.3,1.795,236.3093,6.725,105.512,1.19,-34.047,-33.122,4.428,-99.142,6.725,39.995,39.847
0,1.712,4.754,0.045,-4.611,0.816,-5.842,0.23,19.915,0.143,2.133,0.16,-4.656,-4.611,1.511,-29.287,0.143,2.167,4.754
0,1357.188,124.235,22.552,168.725,243.296,128.056,141.012,2987.9694,466.878,2009.979,0,146.173,342.643,122.349,588.772,466.878,165.276,298.153
0,1398.632,10329.776,428.557,2263.42,437.841,1151.703,818.958,22202.2054,12593.196,18231.671,8873.334,1834.863,2263.42,2108.436,-188.239,12593.196,11652.128,10329.776
0,4.955,6.282,0.338,-0.509,2.154,-1.751,2.085,15.1002,13.982,5.639,5.141,-0.847,7.7,2.006,-70.496,13.982,7.158,14.491
0,3.544,4.881,0.009,-3.183,2.474,-3.156,0.509,3.7716,15.371,3.607,0,-3.192,10.49,3.672,-5.181,15.371,3.672,18.554
0,651.356,435.543,414.619,1086.877,0,246.595,67.949,17353.0064,1724.114,8512.668,4141.06,672.258,1288.571,391.244,-2122.181,1724.114,5194.543,637.237
0,1847.3,3241,161.4,616.9,600,283.4,665.9,3703.6774,4499,4643.8,1223.9,455.5,1258,884.7,1187.7,4499,2630.1,3882.1
0,5077,2380,2866,4114,1061,-2409,2517,5050.3754,9674,43529,29871,1248,7294,3609,-7237,9674,40271,5560
0,0.34,1.171,0.236,-1.306,0.154,-1.687,0.101,2.402,1.413,3.086,2.888,-1.542,0.242,0.691,-26.02,1.413,3.579,2.719
0,187.951,115.439,6.492,84.089,34.502,47.332,27.217,466.8725,311.001,229.806,0,77.597,195.562,21.386,148.011,311.001,31.952,226.912
0,127.584,374.091,47.252,135.778,19.762,38.974,60.926,639.3309,743.203,466.993,124.118,88.526,369.112,116.156,375.874,743.203,264.969,607.425
0,63.255,163.982,57.194,73.256,7.197,3.04,10.681,97.258,409.771,762.664,387.424,16.062,245.789,72.841,-10.836,409.771,554.081,336.515
0,4363,17802,1417,4996,2618,1661,1294,23028.8411,24050,35217,9295,3579,6248,4542,6942,24050,20877,19054
0,672.198,40.726,10.013,-65.886,0,-63.573,153.76,555.5376,113.018,906.25,0,-75.899,72.292,212.064,190.87,113.018,212.064,178.904
0,1388.5,2021.8,194.4,685.9,350.4,129,805.6,3380.0738,3912.5,5978.6,3193.7,491.5,1890.7,769.3,474.7,3912.5,4839.6,3226.6
0,158.961,65.027,13.673,-20.371,32.912,-30.634,30.483,150.586,113.512,242.703,0.003,-34.044,48.485,66.388,10.687,113.512,66.391,133.883
0,220.837,5.046,2.722,-29.041,0,-33.402,3.143,279.6068,8.612,237.408,0,-31.763,3.566,11.035,-1306.779,8.612,48.472,37.653
0,0.306,0.506,0.003,-0.019,0.197,-0.011,0.054,0.324,0.791,0.329,0,-0.022,0.285,0.163,-1.965,0.791,0.464,0.81
0,9.766,2.232,1.136,-2.487,0.496,-3.578,1.214,11.0608,14.742,14.681,0,-3.623,12.51,1.928,-23.604,14.742,2.372,17.229
0,2.117,1.159,0.432,-0.27,0.445,-0.581,0.774,3.1018,5.515,6.998,2.731,-0.702,4.356,0.92,-1.417,5.515,4.066,5.785
0,88.439,99.318,4.514,10.25,68.782,1.334,8.155,47.367,157.018,108.32,0,5.736,57.7,77.827,-14.006,157.018,78.491,146.768
0,2192,3493,716,2027,254,296,933,7312.275,5520,17747,7321,1311,2027,2999,1175,5520,12387,3493
0,4.234,22.779,3.597,-21.032,2.57,-38.851,0.549,1.6072,1.747,11.615,5.282,-24.629,-21.032,18.098,-383.932,1.747,23.556,22.779
0,2.536,0.674,0.024,0.94,0.502,0.835,0.306,2.4795,2.327,3.324,0.01,0.916,1.653,0.179,0.754,2.327,0.489,1.387
0,3.381,0.969,0.044,-1.612,0,0.048,0.873,10.9894,0.139,12.126,0,-1.656,-0.83,1.613,-11.326,0.139,2.557,1.751
0,858.591,1586.513,76.62,139.047,602.76,23.579,126.795,948.0815,2272.896,1867.023,471.682,62.427,686.383,677.94,531.928,2272.896,1213.567,2133.849
0,482.751,1942.002,54.62,236.644,0,87.409,415.391,3189.2288,2383.595,1361.41,483.594,182.024,441.593,418.493,-376.146,2383.595,1092.929,2146.951
0,87.734,78.951,4.888,17.601,19.057,7.821,38.334,113.208,125.178,139.964,2.868,12.713,46.227,47.63,9.61,125.178,51.006,107.577
0,18594,84971,1568,7898,10046,3461,6047,52932.44,107100,64543,9208,6330,22129,11956,21918,107100,26462,99202
0,1537.389,1195.428,20.89,465.081,0,243.318,465.853,4461.4185,1660.509,5012.739,1079.878,444.191,465.081,1328.547,1947.411,1660.509,2862.963,1195.428
0,0.025,0.412,0.001,-0.407,0,-0.769,0,7.6272,0.005,0.033,0,-0.408,-0.407,0.552,-3.116,0.005,0.552,0.412
0,1683.695,904.821,113.228,-233.863,123.63,-792.847,265.685,22352.9475,1602.841,3898.189,3030.605,-347.091,698.02,896.909,-1603.194,1602.841,3946.607,1836.704
0,776.207,1678.708,62.392,355.401,379.608,170.379,162.426,2724.5952,2524.774,3129.881,789.684,293.009,846.066,239.397,610.031,2524.774,1330.028,2169.373
0,58.269,37.899,2.812,3.083,9.361,0.376,23.232,131.193,87.69,106.996,7.845,0.271,49.791,29.923,-45.844,87.69,41.943,84.607
0,412.036,1253.559,65.335,337.292,208.954,140.697,9.027,1923.5147,2073.355,862.199,198.539,271.957,819.796,291.21,192.647,2073.355,581.052,1736.063
0,68.267,338.418,13.374,12.516,7.024,3.176,45.345,43.3543,350.934,137.586,6,-0.858,12.516,36.915,53.579,350.934,59.036,338.418
0,5632,3982,1088,1892,168,-923,1709,6690.2888,5874,31383,18241,804,1892,4572,-2807,5874,27577,3982
0,242.782,52.782,10.452,35.792,39.004,28.353,27.738,1581.3364,141.236,743.519,99.25,25.34,88.454,25.211,-37.871,141.236,151.971,105.444
0,390.596,874.115,66.046,510.465,0,234.751,290.854,6599.5123,1676.048,3177.09,1284.113,444.419,801.933,326.914,1197.319,1676.048,1949.839,1165.583
0,15.433,32.916,0.014,-2.224,11.03,-1.84,3.843,3.8153,34.821,15.486,0,-2.238,1.905,12.287,-26.529,34.821,12.287,37.045
0,0.128,0.371,0.075,-0.8,0,-0.07,0.027,1.8832,1.339,8.712,0,-0.875,0.968,5.95,-33.794,1.339,6.25,2.139
0,395.099,722.653,17.189,109.505,285.817,63.128,75.161,705.1756,973.7,612.812,0,92.316,251.047,143.836,314.722,973.7,172.778,864.195
0,23.571,3.761,0.891,-7.713,0.105,-8.445,1.718,15.3894,11.75,26.079,0,-8.604,7.989,3.146,-187.46,11.75,8.234,19.463
0,2292.3,3608,192.5,936,964.4,454.3,645.5,3780.6896,5170.2,4352.1,478.8,743.5,1562.2,844.6,1115.2,5170.2,2309.6,4234.2
0,1336.308,1004.673,19.3,-223.676,100.214,-211.136,79.41,4996.628,780.997,1774.211,900,-242.976,-223.676,287.284,-1434.77,780.997,1221.393,1004.673
0,6171.2,17465.3,84.4,907.1,0,545.4,5370.5,8332.9705,21034.3,8883.6,478.1,822.7,3569,4810.4,2424.8,21034.3,6026,20127.2
0,18.96,16.182,8.243,16.192,1.916,2.785,12.622,68.0768,70.541,95.491,29.884,7.949,54.359,15.287,-40.92,70.541,45.171,54.349
0,353.95,477.049,90.514,306.831,0,137.471,224.626,2591.6636,966.897,1505.797,127.939,216.317,489.848,380.511,827.222,966.897,626.021,660.066
0,1097.682,4374.567,102.844,222.833,50.749,31.413,428.644,1522.5087,4597.4,2069.06,238.295,119.989,222.833,724.235,1211.048,4597.4,996.94,4374.567
0,70.585,52.782,5.321,7.081,10.572,-1.194,30.995,167.7297,118.324,111.915,0,1.76,65.542,21.624,-3.029,118.324,21.747,111.243
0,129.024,79.199,1.439,-50.304,0,-51.464,0.203,274.3817,28.895,131.747,0,-51.743,-50.304,33.796,-991.69,28.895,40.366,79.199
0,1772,2388,774,2528,253,693,1003,28845.18,4916,36842,13624,1754,2528,3905,1161,4916,24741,2388
0,300.029,394.97,20.483,80.709,67.811,36.965,140.399,665.5901,589.727,459.685,0,60.226,194.757,83.176,198.862,589.727,98.937,509.018
0,248.934,363.688,14.069,44.168,200.277,18.887,10.171,317.8813,520.416,304.037,7.1,30.099,156.728,131.197,95.847,520.416,147.003,476.248
0,2009.053,407.098,35.3,79.896,0,376.722,293.727,2939.956,1197.696,2761.858,600,44.596,790.598,752.93,988.105,1197.696,1357.467,1117.8
0,0.434,1.029,0.263,-1.407,0,-14.01,0.248,4.5519,1.47,6.877,0,-1.67,0.441,25.91,-71.759,1.47,25.91,2.877
0,0.777,0.11,0,1.255,0,1.271,0.171,9.7784,1.365,1.489,0,1.255,1.255,0.341,1.148,1.365,0.341,0.11
0,6992,5881,559,1722,841,-477,2540,8855.4938,10771,18145,5305,1163,4890,4654,691,10771,13090,9049
0,25.797,0.804,0.081,0.296,0,1.316,0,14.327,1.1,26.87,0,0.215,0.296,0.412,-33.219,1.1,0.412,0.804
0,9.581,2.536,0.265,-4.84,1.928,0.567,0,182.3664,0.074,17.894,0,-5.105,-2.462,1.151,-9.296,0.074,2.038,4.914
0,18.413,5.551,0.7,-6.656,6.416,3.811,0.934,137.241,9.638,34.311,2.162,-7.356,4.087,3.345,-138.853,9.638,8.647,16.294
0,68.112,56.364,10.214,12.917,1.452,0.275,18.627,79.345,86.635,81.864,0.206,2.703,30.271,7.432,1.27,86.635,8.544,73.718
0,17.61,5.57,0.042,4.894,2.66,4.421,5.059,162.6883,11.865,21.445,0,4.852,6.295,1.094,8.771,11.865,1.094,6.971
0,61.355,70.792,9.408,-9.037,0,-20.577,4.656,107.5883,99.825,80.775,4.245,-18.445,29.033,28.085,-30.472,99.825,49.645,108.862
0,5521,2520,792,1411,579,2008,753,29988.43,5395,21295,1930,619,2875,1539,3235,5395,5700,3984
0,7.714,7.635,0.196,0.84,3.943,0.462,2.503,1.3912,20.831,10.698,3.721,0.644,13.196,4.951,-13.639,20.831,8.672,19.991
0,25.983,22.75,0.964,2.247,10.277,1.441,9.413,50.317,41.27,44.461,2.492,1.283,18.52,13.025,-15.988,41.27,17.448,39.023
0,202.943,24.57,5.91,38.259,21.3,18.722,20.775,477.5981,106.655,278.993,0,32.349,82.085,11.289,212.707,106.655,15.381,68.396
0,770.632,308.574,71.588,408.754,0,284.113,178.717,5316.6957,996.68,2894.175,800,337.166,688.106,472.912,997.724,996.68,1461.342,587.926
0,4803,3909,4249,12442,655,4584,3079,34793.4084,16810,52051,6785,8193,12901,4963,18491,16810,23058,4368
0,36.538,26.918,0.778,-27.152,0,-28.151,0.312,17.9513,-0.234,38.561,0,-27.93,-27.152,12.179,-179.866,-0.234,13.54,26.918
0,4095.625,9008.418,324.961,1773.105,1494.694,949.466,2046.726,11961.4338,12145.605,10386.854,1952.452,1448.144,3137.187,2183.256,5505.478,12145.605,5127.883,10372.5
0,2385.64,6609.22,62.997,417.937,948.726,227.343,1288.464,2165.088,8176.601,4605.036,1167.311,354.94,1567.381,1061.946,1899.027,8176.601,2475.31,7758.664
0,887.375,158.986,86.452,9.063,78.247,-46.192,40.067,3470.123,379.817,1225.819,9.731,-77.389,220.831,125.137,405.992,379.817,171.11,370.754
0,1464,4062,435,761,659,-175,662,3003.7206,5390,6092,2143,326,1328,960,1705,5390,4710,4629
0,4.933,0.85,2.747,-5.06,0,-7.866,2.947,123.0798,11.928,11.051,1.808,-7.807,11.078,3.224,-85.956,11.928,5.032,16.988
0,37.412,51.02,2.223,14.737,13.086,7.774,14.208,70.8267,81.204,69.151,8.1,12.514,30.184,12.958,51.389,81.204,22.09,66.467
0,10.307,14.038,1.966,-2.319,3.905,-4.387,4.988,14.6505,23.649,22.216,2.033,-4.285,9.611,5.456,-44.212,23.649,7.781,25.968
0,533.631,1322.379,41.318,154.754,198.296,54.724,203.514,1090.7727,1770.278,1051.173,387.29,113.436,447.899,316.048,-255.577,1770.278,745.926,1615.524
0,1290.988,1348.351,80.973,111.996,573.788,-478.172,379.672,377.9561,2788.163,1658.372,443.942,31.023,1439.812,509.088,333.384,2788.163,1077.425,2676.167
0,17.721,31.083,2.916,-26.004,0.08,-33.222,2.317,37.0352,5.079,21.752,0,-28.92,-26.004,2.946,-48.796,5.079,2.946,31.083
0,7.123,18.004,0.638,2.563,3.378,1.09,2.804,13.833,24.199,11.366,1.579,1.925,6.195,2.506,2.831,24.199,4.512,21.636
0,1320.495,828.668,73.515,851.394,413.581,302.789,290.449,7304.9129,1924.4,6148.879,5700.193,777.879,1095.732,322.5,-1010.76,1924.4,6485.26,1073.006
0,282.941,285.889,16.224,24.984,104.056,-15.632,80.396,294.7897,393.947,419.818,0.713,8.76,108.058,92.156,-2.335,393.947,102.771,368.963
0,455.033,403.718,44.453,158.074,0,48.578,264.843,661.2817,907.174,824.85,346.3,113.621,503.456,437.342,150.576,907.174,829.74,749.1
0,0.736,1.185,0.034,-4.468,0.047,-5.607,0.105,11.4701,1.34,1.837,1.109,-4.502,0.155,5.167,-15.115,1.34,6.276,5.808
0,1850,1231,82,628,498,392,380,5275.7145,2933,3050,1099,546,1702,769,-235,2933,2281,2305
0,704.385,866.883,179.981,305.042,350.235,-38.017,243.672,1439.601,1354.123,2862.996,1473.559,125.061,487.24,352.691,-170.874,1354.123,1941.341,1049.081
0,610.635,282.886,25.295,8.263,0,10.617,357.239,3755.8986,891.581,982.553,0,-17.032,608.695,331.809,497.541,891.581,361.022,883.318
0,1511.123,738.313,45.792,-23.69,4.612,-36.585,542.496,13237.6986,1439.653,2239.519,602.228,-69.482,701.34,1166.224,111.855,1439.653,1902.819,1463.343
0,27.096,126.511,5.373,9.542,0,-11.534,6.534,23.4183,149.938,97.968,10.605,4.169,23.427,50.191,-9.315,149.938,60.799,140.396
0,0.414,0.385,0.036,0.467,0,0.404,0.37,3.81,0.852,0.509,0,0.431,0.467,0.245,-11.379,0.852,0.245,0.385
0,44.69,133.407,1.917,3.666,12.489,1.033,18.753,40.5338,139.495,73.822,1.721,1.749,6.088,51.396,7.158,139.495,53.576,135.829
0,0.958,0.297,0.162,-2.31,0,-7.717,0.183,29.742,1.821,1.509,0.084,-2.472,1.524,40.727,-136.921,1.821,40.865,4.131
0,18.393,1.864,3.281,-18.696,0.526,-31.447,0.918,101.8336,14.229,94.586,23.795,-21.977,12.365,36.813,-161.439,14.229,82.528,32.925
0,4.543,1.362,0.011,-2.592,4.278,-2.672,0.143,6.385,0.69,4.566,0,-2.603,-0.672,10.51,-52.282,0.69,10.51,3.282
0,2.994,21.481,0.114,-0.323,2.386,-1.77,0.481,0.3034,28.838,7.697,1.732,-0.437,7.357,5.412,-5.247,28.838,7.144,29.161
0,4.512,16.948,2.051,1.858,0.296,-0.879,0.705,28.74,19.862,27.96,3.889,-0.193,2.914,12.648,9.488,19.862,18.436,18.004
0,1.436,2.16,0.187,0.904,0,-1.984,0.845,6.8735,7.997,5.957,0.017,0.717,5.837,4.948,-64.076,7.997,4.965,7.093
0,141.496,127.479,8.542,35.774,38.896,20.318,74.061,251.7302,197.452,255.891,39.273,27.232,69.973,113.036,28.742,197.452,180.633,161.678
0,71.962,24.298,1.701,-0.894,7.174,-2.17,7.708,89.0356,52.736,106.53,0,-2.595,28.438,9.242,64.797,52.736,16.661,53.63
0,21.93,3.216,1.136,-2.552,10.396,-2.773,0.96,105.0139,10.672,29.835,0,-3.688,7.456,1.878,-93.949,10.672,2.06,13.224
0,73.554,145.36,6.006,-102.483,0.079,-120.692,1.134,331.5616,42.877,138.402,142.719,-108.489,-102.483,56.438,-1028.645,42.877,214.218,145.36
0,156.6,1439.1,31.3,93.2,0,23.1,120.7,620.7638,1615.5,778.6,174.7,61.9,176.4,228.9,24.5,1615.5,510.2,1522.3
0,10.869,29.39,1.613,2.988,4.68,1.051,5.489,8.9056,37.415,16.868,6.452,1.375,8.025,3.79,-24.686,37.415,12.613,34.427
0,86.031,31.414,8.107,-21.05,0,-24.58,14.295,104.9773,68.668,110.688,0.328,-29.157,37.254,42.196,-486.489,68.668,42.524,89.718
0,17.656,5.145,0.179,5.524,1.153,3.879,1.365,56.7916,13.277,18.716,0,5.345,8.132,2.921,11.697,13.277,3.059,7.753
0,53.241,10.527,4.028,-14.604,8.204,-18.705,12.396,273.6131,30.426,85.941,0,-18.632,19.899,11.522,-47.741,30.426,16.023,45.03
0,13.324,1.764,0.002,-0.679,0.149,-0.546,0.075,6.608,1.085,13.505,0,-0.681,-0.679,0.388,-5.446,1.085,1.032,1.764
0,27.289,4.733,0.723,0.307,0.269,0.531,7.688,8.1263,22.579,31.496,0,-0.416,17.846,10.138,-3.81,22.579,10.362,22.272
0,172.799,263.592,7.914,17.634,49.63,6.764,67.644,30.3154,392.666,201.262,0,9.72,129.074,113.706,81.297,392.666,116.96,375.032
0,100.417,319.953,34.058,157.083,0,11.506,4.562,440.8078,594.554,566.86,346.705,123.025,274.601,105.09,-22.4,594.554,461.959,437.471
0,3792.764,2207.435,238.8,694.225,522.682,353.038,657.706,5437.0625,3308.989,6883.502,162.78,455.425,1101.554,1588.061,1856.995,3308.989,2380.385,2614.764
0,87.995,122.74,13.033,20.321,0,-0.186,40.321,197.3462,195.216,132.829,0,7.288,72.476,37.489,-511.272,195.216,39.001,174.895
0,6.415,7.453,0.398,-0.396,1.042,-0.076,1.777,14.4224,14.586,9.205,0,-0.794,7.133,2.206,-12.86,14.586,2.627,14.982
0,221.189,174.31,25.856,-72.242,84.738,-227.858,38.548,497.9743,218.706,413.322,0,-98.098,44.396,70.489,-1276.313,218.706,93.699,290.948
0,40.704,54.613,4.821,4.204,0,2.075,3.2,24.1144,78.468,96.52,3.235,-0.617,23.855,50.049,-42.462,78.468,75.069,74.264
0,253.959,441.059,40.695,178.793,46.255,80.319,80.486,1581.2075,619.852,1697.666,395.256,138.098,178.793,89.996,308.465,619.852,1038.265,441.059
0,1060.437,1796.062,551.487,550.283,116.957,-314.627,86.736,733.204,3071.131,5152.69,3198.749,-1.204,1275.069,738.546,-1562.129,3071.131,4443.465,2520.848
0,0.867,1.963,1.634,-1.659,0,-6.169,0.394,28.9968,2.018,18.601,0.497,-3.293,0.055,5.308,-31.379,2.018,5.805,3.677
